tweet_id	misogyny	category
998	misogyny	derailing
999	none	none
1000	none	none
1001	misogyny	damning
1002	none	none
1003	none	none
1004	misogyny	damning
1005	misogyny	threat of violence
1006	none	none
1007	none	none
1008	misogyny	discredit
1009	none	none
1010	misogyny	discredit
1011	misogyny	discredit
1012	none	none
1013	misogyny	discredit
1014	misogyny	dominance
1015	none	none
1016	misogyny	discredit
1017	misogyny	discredit
1018	misogyny	stereotyping & objectification
1019	none	none
1020	none	none
1021	none	none
1022	misogyny	discredit
1023	none	none
1024	misogyny	discredit
1025	misogyny	discredit
1026	misogyny	discredit
1027	none	none
1028	misogyny	discredit
1029	misogyny	discredit
1030	misogyny	discredit
1031	misogyny	discredit
1032	none	none
1033	none	none
1034	none	none
1035	misogyny	discredit
1036	none	none
1037	none	none
1038	misogyny	discredit
1039	misogyny	damning
1040	none	none
1041	misogyny	discredit
1042	misogyny	threat of violence
1043	misogyny	discredit
1044	none	none
1045	misogyny	discredit
1046	misogyny	discredit
1047	misogyny	stereotyping & objectification
1048	misogyny	damning
1049	none	none
1050	misogyny	discredit
1051	none	none
1052	misogyny	discredit
1053	none	none
1054	misogyny	stereotyping & objectification
1055	misogyny	discredit
1056	none	none
1057	misogyny	discredit
1058	none	none
1059	none	none
1060	none	none
1061	none	none
1062	none	none
1063	misogyny	stereotyping & objectification
1064	misogyny	discredit
1065	none	none
1066	misogyny	discredit
1067	none	none
1068	misogyny	discredit
1069	misogyny	discredit
1070	misogyny	discredit
1071	none	none
1072	none	none
1073	none	none
1074	misogyny	discredit
1075	misogyny	discredit
1076	misogyny	discredit
1077	misogyny	discredit
1078	none	none
1079	none	none
1080	none	none
1081	none	none
1082	misogyny	discredit
1083	none	none
1084	misogyny	dominance
1085	misogyny	damning
1086	none	none
1087	misogyny	discredit
1088	none	none
1089	misogyny	discredit
1090	none	none
1091	misogyny	discredit
1092	misogyny	stereotyping & objectification
1093	misogyny	stereotyping & objectification
1094	none	none
1095	none	none
1096	none	none
1097	none	none
1098	misogyny	stereotyping & objectification
1099	misogyny	stereotyping & objectification
1100	misogyny	discredit
1101	none	none
1102	misogyny	derailing
1103	misogyny	discredit
1104	none	none
1105	misogyny	discredit
1106	misogyny	discredit
1107	misogyny	discredit
1108	misogyny	stereotyping & objectification
1109	misogyny	discredit
1110	misogyny	discredit
1111	misogyny	discredit
1112	none	none
1113	misogyny	discredit
1114	misogyny	discredit
1115	none	none
1116	misogyny	none
1117	none	none
1118	none	none
1119	misogyny	discredit
1120	misogyny	stereotyping & objectification
1121	misogyny	discredit
1122	none	none
1123	misogyny	discredit
1124	none	none
1125	none	none
1126	misogyny	discredit
1127	misogyny	discredit
1128	misogyny	dominance
1129	misogyny	stereotyping & objectification
1130	none	none
1131	none	none
1132	misogyny	none
1133	misogyny	discredit
1134	misogyny	discredit
1135	misogyny	damning
1136	none	none
1137	none	none
1138	misogyny	stereotyping & objectification
1139	none	none
1140	misogyny	threat of violence
1141	misogyny	discredit
1142	misogyny	discredit
1143	none	none
1144	misogyny	discredit
1145	none	none
1146	misogyny	discredit
1147	none	none
1148	misogyny	damning
1149	misogyny	damning
1150	none	none
1151	misogyny	discredit
1152	misogyny	discredit
1153	misogyny	damning
1154	misogyny	discredit
1155	none	none
1156	misogyny	discredit
1157	misogyny	stereotyping & objectification
1158	none	none
1159	misogyny	discredit
1160	misogyny	stereotyping & objectification
1161	misogyny	discredit
1162	none	none
1163	misogyny	discredit
1164	none	none
1165	none	none
1166	misogyny	discredit
1167	none	none
1168	none	none
1169	misogyny	derailing
1170	misogyny	discredit
1171	misogyny	discredit
1172	misogyny	discredit
1173	misogyny	damning
1174	none	none
1175	misogyny	stereotyping & objectification
1176	none	none
1177	none	none
1178	misogyny	stereotyping & objectification
1179	none	none
1180	none	none
1181	none	none
1182	misogyny	stereotyping & objectification
1183	misogyny	stereotyping & objectification
1184	misogyny	discredit
1185	misogyny	discredit
1186	none	none
1187	misogyny	damning
1188	misogyny	stereotyping & objectification
1189	none	none
1190	misogyny	discredit
1191	misogyny	discredit
1192	none	none
1193	misogyny	discredit
1194	misogyny	discredit
1195	misogyny	dominance
1196	misogyny	discredit
1197	none	none
1198	misogyny	discredit
1199	misogyny	damning
1200	misogyny	discredit
1201	none	none
1202	misogyny	discredit
1203	misogyny	stereotyping & objectification
1204	misogyny	discredit
1205	misogyny	discredit
1206	misogyny	damning
1207	misogyny	discredit
1208	misogyny	discredit
1209	misogyny	discredit
1210	none	none
1211	misogyny	damning
1212	none	none
1213	misogyny	damning
1214	misogyny	discredit
1215	misogyny	discredit
1216	none	none
1217	none	none
1218	misogyny	damning
1219	none	none
1220	misogyny	discredit
1221	none	none
1222	misogyny	discredit
1223	misogyny	discredit
1224	none	none
1225	misogyny	discredit
1226	misogyny	discredit
1227	none	none
1228	none	none
1229	misogyny	discredit
1230	none	none
1231	none	none
1232	misogyny	discredit
1233	none	none
1234	none	none
1235	misogyny	damning
1236	none	none
1237	none	none
1238	misogyny	discredit
1239	misogyny	dominance
1240	none	none
1241	misogyny	damning
1242	none	none
1243	none	none
1244	none	none
1245	misogyny	discredit
1246	misogyny	discredit
1247	misogyny	discredit
1248	none	none
1249	misogyny	discredit
1250	none	none
1251	misogyny	discredit
1252	misogyny	discredit
1253	misogyny	discredit
1254	misogyny	discredit
1255	misogyny	discredit
1256	none	none
1257	misogyny	discredit
1258	misogyny	stereotyping & objectification
1259	misogyny	discredit
1260	misogyny	discredit
1261	none	none
1262	misogyny	derailing
1263	misogyny	discredit
1264	misogyny	damning
1265	none	none
1266	misogyny	discredit
1267	misogyny	discredit
1268	misogyny	discredit
1269	none	none
1270	none	none
1271	misogyny	discredit
1272	misogyny	discredit
1273	misogyny	discredit
1274	misogyny	discredit
1275	none	none
1276	none	none
1277	misogyny	discredit
1278	misogyny	discredit
1279	misogyny	discredit
1280	misogyny	discredit
1281	none	none
1282	misogyny	discredit
1283	misogyny	dominance
1284	misogyny	discredit
1285	misogyny	discredit
1286	misogyny	damning
1287	misogyny	derailing
1288	misogyny	dominance
1289	misogyny	discredit
1290	misogyny	discredit
1291	misogyny	dominance
1292	none	none
1293	none	none
1294	none	none
1295	misogyny	discredit
1296	none	none
1297	misogyny	discredit
1298	none	none
1299	none	none
1300	none	none
1301	misogyny	discredit
1302	misogyny	stereotyping & objectification
1303	misogyny	discredit
1304	none	none
1305	misogyny	discredit
1306	misogyny	discredit
1307	none	none
1308	misogyny	damning
1309	none	none
1310	misogyny	discredit
1311	none	none
1312	misogyny	discredit
1313	none	none
1314	misogyny	damning
1315	none	none
1316	misogyny	discredit
1317	none	none
1318	misogyny	discredit
1319	none	none
1320	misogyny	discredit
1321	none	none
1322	none	none
1323	misogyny	discredit
1324	none	none
1325	misogyny	stereotyping & objectification
1326	misogyny	discredit
1327	misogyny	stereotyping & objectification
1328	none	none
1329	misogyny	discredit
1330	misogyny	damning
1331	misogyny	discredit
1332	misogyny	discredit
1333	misogyny	stereotyping & objectification
1334	none	none
1335	misogyny	damning
1336	misogyny	discredit
1337	misogyny	discredit
1338	none	none
1339	misogyny	discredit
1340	misogyny	damning
1341	misogyny	discredit
1342	misogyny	discredit
1343	misogyny	discredit
1344	none	none
1345	none	none
1346	misogyny	discredit
1347	none	none
1348	none	none
1349	misogyny	stereotyping & objectification
1350	none	none
1351	none	none
1352	misogyny	damning
1353	misogyny	discredit
1354	none	none
1355	misogyny	threat of violence
1356	none	none
1357	none	none
1358	none	none
1359	misogyny	threat of violence
1360	misogyny	discredit
1361	misogyny	threat of violence
1362	misogyny	none
1363	misogyny	discredit
1364	misogyny	discredit
1365	misogyny	stereotyping & objectification
1366	misogyny	stereotyping & objectification
1367	misogyny	discredit
1368	misogyny	discredit
1369	misogyny	discredit
1370	misogyny	dominance
1371	none	none
1372	none	none
1373	misogyny	discredit
1374	none	none
1375	misogyny	discredit
1376	none	none
1377	misogyny	discredit
1378	misogyny	discredit
1379	misogyny	discredit
1380	misogyny	threat of violence
1381	none	none
1382	misogyny	stereotyping & objectification
1383	none	none
1384	misogyny	discredit
1385	misogyny	stereotyping & objectification
1386	misogyny	discredit
1387	none	none
1388	misogyny	discredit
1389	misogyny	discredit
1390	misogyny	discredit
1391	none	none
1392	misogyny	discredit
1393	misogyny	discredit
1394	misogyny	damning
1395	none	none
1396	none	none
1397	none	none
1398	misogyny	discredit
1399	misogyny	discredit
1400	misogyny	discredit
1401	none	none
1402	misogyny	discredit
1403	misogyny	discredit
1404	misogyny	discredit
1405	none	none
1406	none	none
1407	misogyny	discredit
1408	none	none
1409	misogyny	discredit
1410	misogyny	discredit
1411	none	none
1412	misogyny	stereotyping & objectification
1413	misogyny	discredit
1414	none	none
1415	misogyny	damning
1416	none	none
1417	misogyny	discredit
1418	misogyny	dominance
1419	none	none
1420	misogyny	discredit
1421	misogyny	discredit
1422	none	none
1423	none	none
1424	none	none
1425	misogyny	discredit
1426	none	none
1427	misogyny	dominance
1428	none	none
1429	none	none
1430	none	none
1431	none	none
1432	misogyny	threat of violence
1433	none	none
1434	misogyny	discredit
1435	misogyny	discredit
1436	misogyny	damning
1437	misogyny	damning
1438	misogyny	stereotyping & objectification
1439	misogyny	stereotyping & objectification
1440	none	none
1441	misogyny	discredit
1442	misogyny	stereotyping & objectification
1443	misogyny	damning
1444	none	none
1445	none	none
1446	misogyny	stereotyping & objectification
1447	misogyny	dominance
1448	misogyny	discredit
1449	misogyny	stereotyping & objectification
1450	misogyny	discredit
1451	misogyny	discredit
1452	none	none
1453	misogyny	discredit
1454	misogyny	damning
1455	none	none
1456	misogyny	discredit
1457	misogyny	discredit
1458	misogyny	discredit
1459	misogyny	discredit
1460	misogyny	damning
1461	none	none
1462	misogyny	stereotyping & objectification
1463	none	none
1464	none	none
1465	none	none
1466	misogyny	discredit
1467	misogyny	damning
1468	misogyny	discredit
1469	misogyny	discredit
1470	none	none
1471	none	none
1472	misogyny	damning
1473	misogyny	discredit
1474	none	none
1475	misogyny	discredit
1476	misogyny	stereotyping & objectification
1477	none	none
1478	misogyny	threat of violence
1479	none	none
1480	misogyny	discredit
1481	misogyny	damning
1482	none	none
1483	none	none
1484	none	none
1485	none	none
1486	misogyny	discredit
1487	misogyny	stereotyping & objectification
1488	misogyny	discredit
1489	none	none
1490	none	none
1491	misogyny	discredit
1492	none	none
1493	none	none
1494	none	none
1495	none	none
1496	misogyny	damning
1497	misogyny	discredit
1498	none	none
1499	misogyny	stereotyping & objectification
1500	misogyny	discredit
1501	misogyny	discredit
1502	misogyny	discredit
1503	misogyny	discredit
1504	misogyny	discredit
1505	misogyny	damning
1506	none	none
1507	misogyny	stereotyping & objectification
1508	misogyny	discredit
1509	none	none
1510	misogyny	derailing
1511	misogyny	dominance
1512	none	none
1513	misogyny	discredit
1514	none	none
1515	none	none
1516	misogyny	discredit
1517	none	none
1518	misogyny	stereotyping & objectification
1519	misogyny	damning
1520	misogyny	discredit
1521	misogyny	damning
1522	misogyny	stereotyping & objectification
1523	none	none
1524	misogyny	discredit
1525	none	none
1526	misogyny	threat of violence
1527	none	none
1528	none	none
1529	misogyny	damning
1530	none	none
1531	misogyny	stereotyping & objectification
1532	misogyny	damning
1533	none	none
1534	misogyny	dominance
1535	misogyny	discredit
1536	none	none
1537	misogyny	discredit
1538	misogyny	discredit
1539	none	none
1540	misogyny	discredit
1541	none	none
1542	misogyny	dominance
1543	none	none
1544	none	none
1545	misogyny	discredit
1546	misogyny	discredit
1547	misogyny	discredit
1548	misogyny	dominance
1549	misogyny	discredit
1550	misogyny	discredit
1551	none	none
1552	misogyny	stereotyping & objectification
1553	misogyny	discredit
1554	none	none
1555	misogyny	damning
1556	misogyny	stereotyping & objectification
1557	misogyny	stereotyping & objectification
1558	misogyny	discredit
1559	misogyny	discredit
1560	none	none
1561	misogyny	damning
1562	none	none
1563	none	none
1564	misogyny	discredit
1565	misogyny	discredit
1566	none	none
1567	misogyny	discredit
1568	none	none
1569	none	none
1570	misogyny	dominance
1571	none	none
1572	misogyny	discredit
1573	none	none
1574	none	none
1575	none	none
1576	none	none
1577	misogyny	damning
1578	misogyny	discredit
1579	none	none
1580	misogyny	discredit
1581	none	none
1582	misogyny	stereotyping & objectification
1583	misogyny	discredit
1584	misogyny	discredit
1585	misogyny	discredit
1586	misogyny	dominance
1587	misogyny	stereotyping & objectification
1588	misogyny	discredit
1589	none	none
1590	misogyny	damning
1591	misogyny	damning
1592	misogyny	discredit
1593	misogyny	discredit
1594	misogyny	discredit
1595	misogyny	discredit
1596	misogyny	discredit
1597	none	none
1598	misogyny	threat of violence
1599	none	none
1600	misogyny	discredit
1601	none	none
1602	misogyny	discredit
1603	none	none
1604	misogyny	stereotyping & objectification
1605	misogyny	stereotyping & objectification
1606	misogyny	stereotyping & objectification
1607	none	none
1608	misogyny	threat of violence
1609	misogyny	damning
1610	misogyny	discredit
1611	misogyny	discredit
1612	misogyny	threat of violence
1613	none	none
1614	misogyny	stereotyping & objectification
1615	none	none
1616	misogyny	discredit
1617	misogyny	discredit
1618	misogyny	dominance
1619	none	none
1620	misogyny	threat of violence
1621	misogyny	discredit
1622	misogyny	sexual harassment
1623	misogyny	discredit
1624	none	none
1625	misogyny	discredit
1626	misogyny	discredit
1627	misogyny	dominance
1628	misogyny	discredit
1629	misogyny	threat of violence
1630	misogyny	discredit
1631	misogyny	stereotyping & objectification
1632	misogyny	discredit
1633	misogyny	damning
1634	misogyny	damning
1635	none	none
1636	none	none
1637	none	none
1638	misogyny	discredit
1639	misogyny	discredit
1640	misogyny	discredit
1641	none	none
1642	misogyny	discredit
1643	none	none
1644	misogyny	derailing
1645	misogyny	discredit
1646	misogyny	damning
1647	misogyny	stereotyping & objectification
1648	misogyny	discredit
1649	none	none
1650	misogyny	damning
1651	misogyny	discredit
1652	misogyny	stereotyping & objectification
1653	misogyny	stereotyping & objectification
1654	misogyny	discredit
1655	misogyny	discredit
1656	misogyny	dominance
1657	misogyny	discredit
1658	misogyny	dominance
1659	none	none
1660	misogyny	discredit
1661	none	none
1662	none	none
1663	misogyny	discredit
1664	none	none
1665	none	none
1666	misogyny	discredit
1667	misogyny	damning
1668	none	none
1669	misogyny	discredit
1670	misogyny	discredit
1671	misogyny	discredit
1672	none	none
1673	misogyny	discredit
1674	misogyny	discredit
1675	none	none
1676	misogyny	stereotyping & objectification
1677	misogyny	discredit
1678	misogyny	discredit
1679	misogyny	discredit
1680	none	none
1681	none	none
1682	none	none
1683	misogyny	discredit
1684	misogyny	stereotyping & objectification
1685	misogyny	stereotyping & objectification
1686	misogyny	discredit
1687	none	none
1688	misogyny	discredit
1689	none	none
1690	misogyny	discredit
1691	misogyny	discredit
1692	misogyny	discredit
1693	none	none
1694	misogyny	discredit
1695	misogyny	stereotyping & objectification
1696	misogyny	damning
1697	misogyny	discredit
1698	misogyny	discredit
1699	misogyny	discredit
1700	misogyny	discredit
1701	none	none
1702	misogyny	discredit
1703	none	none
1704	misogyny	discredit
1705	none	none
1706	misogyny	discredit
1707	none	none
1708	misogyny	threat of violence
1709	none	none
1710	misogyny	discredit
1711	misogyny	discredit
1712	none	none
1713	misogyny	dominance
1714	none	none
1715	misogyny	discredit
1716	none	none
1717	none	none
1718	none	none
1719	none	none
1720	misogyny	discredit
1721	misogyny	damning
1722	misogyny	damning
1723	misogyny	stereotyping & objectification
1724	none	none
1725	misogyny	discredit
1726	misogyny	discredit
1727	none	none
1728	misogyny	stereotyping & objectification
1729	misogyny	discredit
1730	none	none
1731	none	none
1732	misogyny	discredit
1733	misogyny	stereotyping & objectification
1734	none	none
1735	none	none
1736	misogyny	damning
1737	misogyny	discredit
1738	misogyny	discredit
1739	misogyny	derailing
1740	misogyny	discredit
1741	misogyny	dominance
1742	misogyny	discredit
1743	misogyny	discredit
1744	none	none
1745	misogyny	discredit
1746	misogyny	discredit
1747	misogyny	damning
1748	misogyny	dominance
1749	misogyny	discredit
1750	misogyny	damning
1751	none	none
1752	misogyny	discredit
1753	misogyny	discredit
1754	none	none
1755	misogyny	discredit
1756	misogyny	discredit
1757	misogyny	discredit
1758	none	none
1759	none	none
1760	misogyny	discredit
1761	misogyny	dominance
1762	misogyny	discredit
1763	none	none
1764	misogyny	discredit
1765	misogyny	discredit
1766	misogyny	discredit
1767	misogyny	discredit
1768	none	none
1769	misogyny	stereotyping & objectification
1770	none	none
1771	misogyny	discredit
1772	misogyny	discredit
1773	none	none
1774	misogyny	discredit
1775	misogyny	damning
1776	misogyny	discredit
1777	misogyny	damning
1778	misogyny	discredit
1779	misogyny	discredit
1780	misogyny	discredit
1781	misogyny	discredit
1782	misogyny	discredit
1783	none	none
1784	misogyny	discredit
1785	misogyny	discredit
1786	none	none
1787	misogyny	discredit
1788	none	none
1789	misogyny	discredit
1790	misogyny	discredit
1791	none	none
1792	none	none
1793	misogyny	discredit
1794	misogyny	stereotyping & objectification
1795	misogyny	discredit
1796	misogyny	discredit
1797	none	none
1798	misogyny	discredit
1799	none	none
1800	misogyny	discredit
1801	misogyny	discredit
1802	none	none
1803	none	none
1804	misogyny	discredit
1805	none	none
1806	none	none
1807	misogyny	discredit
1808	none	none
1809	misogyny	discredit
1810	none	none
1811	misogyny	dominance
1812	misogyny	discredit
1813	none	none
1814	none	none
1815	none	none
1816	none	none
1817	misogyny	stereotyping & objectification
1818	misogyny	dominance
1819	none	none
1820	misogyny	damning
1821	none	none
1822	misogyny	discredit
1823	misogyny	stereotyping & objectification
1824	none	none
1825	misogyny	discredit
1826	misogyny	discredit
1827	misogyny	damning
1828	none	none
1829	misogyny	stereotyping & objectification
1830	misogyny	dominance
1831	misogyny	discredit
1832	misogyny	discredit
1833	misogyny	discredit
1834	none	none
1835	misogyny	discredit
1836	none	none
1837	none	none
1838	none	none
1839	misogyny	discredit
1840	misogyny	damning
1841	misogyny	discredit
1842	none	none
1843	none	none
1844	misogyny	discredit
1845	none	none
1846	none	none
1847	misogyny	discredit
1848	none	none
1849	misogyny	discredit
1850	none	none
1851	none	none
1852	misogyny	discredit
1853	none	none
1854	none	none
1855	none	none
1856	misogyny	damning
1857	misogyny	discredit
1858	misogyny	discredit
1859	none	none
1860	misogyny	dominance
1861	none	none
1862	none	none
1863	none	none
1864	misogyny	threat of violence
1865	misogyny	discredit
1866	misogyny	discredit
1867	none	none
1868	misogyny	discredit
1869	misogyny	discredit
1870	misogyny	dominance
1871	none	none
1872	misogyny	discredit
1873	misogyny	discredit
1874	misogyny	discredit
1875	misogyny	discredit
1876	misogyny	discredit
1877	misogyny	discredit
1878	misogyny	discredit
1879	misogyny	discredit
1880	misogyny	stereotyping & objectification
1881	misogyny	discredit
1882	none	none
1883	misogyny	discredit
1884	none	none
1885	misogyny	stereotyping & objectification
1886	misogyny	discredit
1887	none	none
1888	misogyny	discredit
1889	none	none
1890	none	none
1891	misogyny	discredit
1892	misogyny	discredit
1893	none	none
1894	misogyny	dominance
1895	misogyny	discredit
1896	none	none
1897	misogyny	discredit
1898	misogyny	discredit
1899	misogyny	threat of violence
1900	misogyny	discredit
1901	misogyny	damning
1902	none	none
1903	none	none
1904	misogyny	threat of violence
1905	misogyny	discredit
1906	misogyny	discredit
1907	misogyny	damning
1908	misogyny	discredit
1909	none	none
1910	misogyny	discredit
1911	misogyny	discredit
1912	misogyny	discredit
1913	misogyny	damning
1914	misogyny	stereotyping & objectification
1915	misogyny	discredit
1916	misogyny	damning
1917	none	none
1918	misogyny	discredit
1919	misogyny	discredit
1920	none	none
1921	none	none
1922	none	none
1923	none	none
1924	misogyny	stereotyping & objectification
1925	none	none
1926	misogyny	none
1927	misogyny	stereotyping & objectification
1928	misogyny	stereotyping & objectification
1929	misogyny	discredit
1930	none	none
1931	misogyny	discredit
1932	misogyny	discredit
1933	none	none
1934	none	none
1935	misogyny	stereotyping & objectification
1936	none	none
1937	misogyny	discredit
1938	misogyny	discredit
1939	misogyny	discredit
1940	misogyny	dominance
1941	misogyny	stereotyping & objectification
1942	misogyny	discredit
1943	misogyny	discredit
1944	misogyny	stereotyping & objectification
1945	none	none
1946	misogyny	discredit
1947	misogyny	damning
1948	misogyny	discredit
1949	misogyny	stereotyping & objectification
1950	none	none
1951	misogyny	derailing
1952	none	none
1953	misogyny	discredit
1954	none	none
1955	misogyny	damning
1956	misogyny	discredit
1957	misogyny	damning
1958	none	none
1959	misogyny	discredit
1960	none	none
1961	misogyny	discredit
1962	misogyny	discredit
1963	misogyny	threat of violence
1964	none	none
1965	none	none
1966	none	none
